Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,human_associated_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),ena_first_public,ena_last_update,Scientific_Name
ERR9294463,AMPLICON,502,7480302,PRJEB38625,SAMEA6870451,4321991,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836105,SAMEA6870451,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC62530950ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-24T20:37:00Z,1,SAMEA6870451,MMPC-3103207-ST-0,Illumina,ERP122062,MMPC-3103207-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294464,AMPLICON,502,4551132,PRJEB38625,SAMEA6870453,2600718,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836106,SAMEA6870453,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC57166568ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-24T20:37:00Z,1,SAMEA6870453,MMPC-3103208-ST-0,Illumina,ERP122062,MMPC-3103208-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294465,AMPLICON,502,15634288,PRJEB38625,SAMEA6870455,8973573,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836107,SAMEA6870455,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC15725313ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T15:38:00Z,1,SAMEA6870455,MMPC-3103209-ST-0,Illumina,ERP122062,MMPC-3103209-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294466,AMPLICON,502,18186958,PRJEB38625,SAMEA6870457,10169067,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836108,SAMEA6870457,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC84441239ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-24T20:37:00Z,1,SAMEA6870457,MMPC-3103211-ST-0,Illumina,ERP122062,MMPC-3103211-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294467,AMPLICON,502,7430604,PRJEB38625,SAMEA6870459,4262614,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836109,SAMEA6870459,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC56144255ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-24T20:37:00Z,1,SAMEA6870459,MMPC-3103212-ST-0,Illumina,ERP122062,MMPC-3103212-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294468,AMPLICON,502,5334252,PRJEB38625,SAMEA6870461,3081313,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836110,SAMEA6870461,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC99601038ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870461,MMPC-3103214-ST-0,Illumina,ERP122062,MMPC-3103214-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294469,AMPLICON,502,15629268,PRJEB38625,SAMEA6870463,8800845,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836111,SAMEA6870463,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC75618331ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:36:00Z,1,SAMEA6870463,MMPC-3103215-ST-0,Illumina,ERP122062,MMPC-3103215-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294470,AMPLICON,502,10717700,PRJEB38625,SAMEA6870465,6091147,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836112,SAMEA6870465,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC16095290ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870465,MMPC-3103216-ST-0,Illumina,ERP122062,MMPC-3103216-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294471,AMPLICON,502,11242792,PRJEB38625,SAMEA6870467,6323604,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836113,SAMEA6870467,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC87962373ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870467,MMPC-3103217-ST-0,Illumina,ERP122062,MMPC-3103217-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294472,AMPLICON,502,7960716,PRJEB38625,SAMEA6870469,4560949,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836114,SAMEA6870469,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC99264450ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870469,MMPC-3103218-ST-0,Illumina,ERP122062,MMPC-3103218-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294473,AMPLICON,502,5475816,PRJEB38625,SAMEA6870471,3012272,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836115,SAMEA6870471,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC66473877ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870471,MMPC-3103219-ST-0,Illumina,ERP122062,MMPC-3103219-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294474,AMPLICON,502,5465776,PRJEB38625,SAMEA6870473,3091566,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836116,SAMEA6870473,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC80434434ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T21:34:00Z,1,SAMEA6870473,MMPC-3103220-ST-0,Illumina,ERP122062,MMPC-3103220-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294475,AMPLICON,502,11294498,PRJEB38625,SAMEA6870475,6383441,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836117,SAMEA6870475,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC47628612ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T15:38:00Z,1,SAMEA6870475,MMPC-3103221-ST-0,Illumina,ERP122062,MMPC-3103221-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294476,AMPLICON,502,9134894,PRJEB38625,SAMEA6870477,5258007,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836118,SAMEA6870477,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC12333772ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870477,MMPC-3103223-ST-0,Illumina,ERP122062,MMPC-3103223-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294477,AMPLICON,502,24147204,PRJEB38625,SAMEA6870479,13639974,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836119,SAMEA6870479,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC50116517ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-25T13:34:00Z,1,SAMEA6870479,MMPC-3103224-ST-0,Illumina,ERP122062,MMPC-3103224-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294478,AMPLICON,502,15353670,PRJEB38625,SAMEA6870481,8659239,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836120,SAMEA6870481,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC44968505ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870481,MMPC-3103225-ST-0,Illumina,ERP122062,MMPC-3103225-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294479,AMPLICON,502,25089458,PRJEB38625,SAMEA6870483,14485228,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836121,SAMEA6870483,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC52586872ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870483,MMPC-3103226-ST-0,Illumina,ERP122062,MMPC-3103226-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294480,AMPLICON,502,5987856,PRJEB38625,SAMEA6870485,3513732,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836122,SAMEA6870485,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC32976245ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-03-25T13:34:00Z,1,SAMEA6870485,MMPC-3103227-ST-0,Illumina,ERP122062,MMPC-3103227-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294481,AMPLICON,502,7729294,PRJEB38625,SAMEA6870487,4414761,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836123,SAMEA6870487,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC95231866ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870487,MMPC-3103228-ST-0,Illumina,ERP122062,MMPC-3103228-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294482,AMPLICON,502,8222760,PRJEB38625,SAMEA6870489,4755159,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836124,SAMEA6870489,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC68831667ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870489,MMPC-3103229-ST-0,Illumina,ERP122062,MMPC-3103229-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294483,AMPLICON,502,9177564,PRJEB38625,SAMEA6870491,5105027,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836125,SAMEA6870491,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC60182036ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-07T21:34:00Z,1,SAMEA6870491,MMPC-3103302-ST-0,Illumina,ERP122062,MMPC-3103302-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294484,AMPLICON,502,6490860,PRJEB38625,SAMEA6870493,3670315,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836126,SAMEA6870493,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC45406530ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870493,MMPC-3103303-ST-0,Illumina,ERP122062,MMPC-3103303-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294485,AMPLICON,500,99112000,PRJEB38625,SAMEA6870495,65630421,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836127,SAMEA6870495,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC99577153ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:36:00Z,1,SAMEA6870495,MMPC-3103306-ST-0,Illumina,ERP122062,MMPC-3103306-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294486,AMPLICON,502,14152886,PRJEB38625,SAMEA6870496,7973872,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-18,2022-03-19,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836128,SAMEA6870496,human-associated,European Molecular Biology Laboratory,2022-03-18T00:40:07Z,2022-03-18T00:40:07Z,public,Illumina MiSeq,metagenome,MMPC93314562ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870496,MMPC-3103307-ST-0,Illumina,ERP122062,MMPC-3103307-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294487,AMPLICON,502,8442134,PRJEB38625,SAMEA6870499,4769325,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836129,SAMEA6870499,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC85038078ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870499,MMPC-3103309-ST-0,Illumina,ERP122062,MMPC-3103309-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294489,AMPLICON,500,14097000,PRJEB38625,SAMEA6870501,9578082,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-18,2022-03-20,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836131,SAMEA6870501,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC41061772ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T15:38:00Z,1,SAMEA6870501,MMPC-3103312-ST-0,Illumina,ERP122062,MMPC-3103312-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294491,AMPLICON,502,32213340,PRJEB38625,SAMEA6870502,17945977,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836133,SAMEA6870502,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC86671846ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:36:00Z,1,SAMEA6870502,MMPC-3103315-ST-0,Illumina,ERP122062,MMPC-3103315-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294493,AMPLICON,500,19190500,PRJEB38625,SAMEA6870504,13046649,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836135,SAMEA6870504,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC34674582ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870504,MMPC-3103317-ST-0,Illumina,ERP122062,MMPC-3103317-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
ERR9294494,AMPLICON,502,12204624,PRJEB38625,SAMEA6870505,6855651,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-18,2022-03-18,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8836136,SAMEA6870505,human-associated,European Molecular Biology Laboratory,2022-03-18T04:13:25Z,2022-03-18T04:13:25Z,public,Illumina MiSeq,metagenome,MMPC22518056ST,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.,2022-03-19T00:00:00Z,2022-05-08T09:35:00Z,1,SAMEA6870505,MMPC-3103318-ST-0,Illumina,ERP122062,MMPC-3103318-ST-0,2022-03-18,2022-03-18,EMBL,Spain,Europe,Spain,40.4,-3.6833,,,
