# Pathway	SAMN08335126	SAMN08335128	SAMN08335135	SAMN08335136	SAMN08335138	SAMN08335140	SAMN08335141	SAMN08335033	SAMN08335037	SAMN08335038	SAMN08335039	SAMN08335042	SAMN08335047	SAMN08335049	SAMN08335050	SAMN08335053	SAMN08335057	SAMN08335058	SAMN08335060	SAMN08335062	SAMN08335063	SAMN08335065	SAMN08335066	SAMN08335067	SAMN08335068	SAMN08335069	SAMN08335071	SAMN08335072	SAMN08335074	SAMN08335078	SAMN08335079	SAMN08335919	SAMN08335922	SAMN08335923	SAMN08335924	SAMN08335925	SAMN08335930	SAMN08335931	SAMN08335932	SAMN08335934	SAMN08335935	SAMN08335936	SAMN08335937	SAMN08335941	SAMN08335942	SAMN08335943	SAMN08335127	SAMN08335129	SAMN08335130	SAMN08335131	SAMN08335132	SAMN08335133	SAMN08335134	SAMN08335137	SAMN08335139	SAMN08335142	SAMN08335143	SAMN08335144	SAMN08335034	SAMN08335035	SAMN08335036	SAMN08335040	SAMN08335041	SAMN08335043	SAMN08335044	SAMN08335045	SAMN08335046	SAMN08335048	SAMN08335051	SAMN08335052	SAMN08335054	SAMN08335055	SAMN08335056	SAMN08335059	SAMN08335061	SAMN08335064	SAMN08335070	SAMN08335073	SAMN08335075	SAMN08335076	SAMN08335077	SAMN08335080	SAMN08335081	SAMN08335082	SAMN08335083	SAMN08335920	SAMN08335921	SAMN08335926	SAMN08335928	SAMN08335929	SAMN08335933	SAMN08335938	SAMN08335939	SAMN08335940	SAMN08335944	SAMN08329222	SAMN08329225	SAMN08329227	SAMN08329229	SAMN08330723	SAMN08330730	SAMN08330739	SAMN08330746	SAMN08330748	SAMN08330749	SAMN08330751	SAMN08330752	SAMN08335119	SAMN08335022	SAMN08335024	SAMN08335025	SAMN08335028	SAMN08335031	SAMN08335032	SAMN08335084	SAMN08335085	SAMN08335086	SAMN08335089	SAMN08335091	SAMN08335096	SAMN08335097	SAMN08335099	SAMN08335102	SAMN08335108	SAMN08335113	SAMN08329223	SAMN08329224	SAMN08329226	SAMN08329228	SAMN08329230	SAMN08330722	SAMN08330724	SAMN08330725	SAMN08330726	SAMN08330727	SAMN08330728	SAMN08330729	SAMN08330731	SAMN08330732	SAMN08330733	SAMN08330734	SAMN08330735	SAMN08330736	SAMN08330737	SAMN08330738	SAMN08330740	SAMN08330741	SAMN08330742	SAMN08330743	SAMN08330744	SAMN08330745	SAMN08330747	SAMN08330750	SAMN08335115	SAMN08335116	SAMN08335117	SAMN08335118	SAMN08335120	SAMN08335121	SAMN08335122	SAMN08335123	SAMN08335124	SAMN08335125	SAMN08335145	SAMN08335146	SAMN08335147	SAMN08335148	SAMN08335149	SAMN08335023	SAMN08335026	SAMN08335027	SAMN08335029	SAMN08335030	SAMN08335087	SAMN08335088	SAMN08335090	SAMN08335092	SAMN08335093	SAMN08335094	SAMN08335095	SAMN08335098	SAMN08335100	SAMN08335101	SAMN08335103	SAMN08335104	SAMN08335105	SAMN08335106	SAMN08335107	SAMN08335109	SAMN08335110	SAMN08335111	SAMN08335112	SAMN08335114
METHGLYUT-PWY: superpathway of methylglyoxal degradation	8.76588e-05	3.59244e-05	0.00014513	8.20253e-05	5.75688e-05	0.0	0.000170952	6.53958e-05	0.000759187	8.28724e-05	0.0002227	9.72795e-05	2.02754e-05	0.000288525	0.000155703	6.0202e-05	6.70161e-05	4.93485e-05	0.0003711	0.000208127	0.000319496	3.44574e-05	5.53937e-05	2.26366e-05	1.58652e-05	0.000442868	0.000188054	4.5791e-05	0.0	0.000107099	0.0	4.3844e-05	5.09681e-05	0.000102728	0.00014135	0.0	0.0	3.07644e-05	4.72876e-05	4.94024e-05	0.0	5.14647e-05	0.0	0.00013054	0.000162907	3.31143e-05	9.26557e-05	0.0	2.89149e-05	0.000317949	7.28055e-05	0.0	4.12322e-06	0.0	0.000328258	0.0	0.0	1.83759e-05	1.71042e-05	0.0	0.000182014	4.30969e-05	0.000138922	3.11084e-05	0.000100189	0.000247909	0.000124726	0.000263544	3.75679e-05	6.00678e-05	1.88283e-05	4.84315e-05	0.000217259	0.000150296	0.0002719	1.01664e-05	7.03833e-05	7.97015e-05	0.000853795	5.35855e-05	0.000100345	6.30476e-06	5.7533e-05	2.8488e-05	0.0	7.78585e-05	8.82434e-05	8.29846e-05	0.00018359	0.000146875	8.62981e-05	1.04665e-05	0.000102918	0.00105643	0.000208605	0.00093574	0.000967788	0.000431089	6.25141e-05	1.10076e-05	7.15114e-06	4.46277e-05	3.9508e-05	8.03758e-05	6.90705e-05	0.0	2.73458e-05	0.000362623	0.000156164	0.000178933	0.000159763	0.000207946	0.000118956	0.000174262	0.000262375	0.000347618	4.88167e-05	0.000183748	8.16072e-05	0.000318387	0.000389675	0.000279181	0.000143218	0.000216473	0.000206617	0.000176191	0.000473419	6.04478e-05	7.04533e-05	3.31555e-05	4.22629e-05	6.20364e-05	2.10441e-05	4.12384e-05	8.33781e-05	0.0	2.993e-05	7.22665e-05	0.000169013	0.0	0.000192591	0.000114951	7.93733e-05	9.24719e-05	8.99468e-05	0.0	0.000284644	0.000104333	0.000182104	0.000114342	0.0	6.43389e-05	7.55578e-05	0.000369418	3.38345e-05	0.000562011	0.000533361	3.21008e-05	9.20563e-05	3.9806e-05	4.35504e-05	0.000299758	0.000353856	0.000925865	2.20729e-05	0.000165357	0.000241903	0.000244267	0.000241205	0.000262591	0.000548598	0.000168068	7.85119e-05	0.000415187	1.47159e-05	0.00127106	0.000658282	0.000219271	0.00101423	5.97505e-05	3.36983e-05	0.000186749	6.86149e-05	0.000431455	0.00070219	0.000664693	3.21818e-05	0.000132087	0.000544404	6.3053e-05	0.000113271	0.00010081	0.000111469
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	0.000305657	0.00034677	0.000627213	0.000292001	8.34695e-05	0.0	0.000743464	0.00026958	0.00425713	0.000859934	0.000215892	0.000423857	0.000261018	0.00119771	0.0013084	0.00035135	0.00114807	5.01212e-05	0.00214185	0.000401851	0.000842595	0.00119154	6.88727e-05	0.000783649	0.000262879	0.00134018	0.000765643	0.000353245	9.0731e-05	0.000267301	0.000148896	0.000379317	0.000291381	0.000630888	0.000311311	4.58006e-05	9.72225e-05	0.000169533	0.0	0.00081286	6.2121e-05	0.0	0.000257563	0.000188489	0.000722403	0.000224665	0.000132625	0.000727157	4.06762e-05	0.000834408	0.000572798	0.000137561	0.000272189	0.0	0.00108818	9.93103e-05	3.75387e-05	3.33952e-05	2.31014e-05	8.63777e-05	0.00108898	0.000417597	0.000564913	0.00107657	0.00140516	0.00160686	0.00132833	0.00172836	0.000290213	0.000616482	0.000227516	0.000784656	0.00148864	0.000775815	0.00434883	0.0	0.000490186	0.000858624	0.00337537	0.000648507	2.87106e-05	0.000275128	0.000299044	0.000119173	0.00015218	0.000622834	0.000188346	0.00106962	0.00182556	0.000135013	0.000427803	9.84841e-05	0.000729245	0.00366991	0.000989716	0.000296416	0.00153246	0.00263735	5.6111e-05	0.000323927	2.14147e-05	1.60928e-05	0.000656998	0.000343221	0.00030278	0.0	0.000155976	0.00126153	0.00068912	0.00292338	0.000778381	0.000224382	0.000454665	0.000556169	0.00218416	0.00183992	0.000738044	0.00145398	7.18924e-05	0.00150423	0.00205872	0.000263853	0.00221465	0.000567524	0.00174968	0.000248179	0.00145489	0.000567652	0.000115239	0.000199236	0.000597314	2.51393e-05	0.000397014	0.000198945	0.00026733	0.000127784	0.000247056	0.000117443	0.0	0.0	0.00304325	0.000230091	0.000598963	0.000370391	0.000625414	0.0	0.000776241	0.0	0.000473195	0.00011911	0.000127079	3.93626e-05	0.000742517	0.00308421	0.000129741	0.00210184	0.000631017	6.06994e-05	0.000614483	2.22836e-05	0.00061599	0.0	0.00267091	0.00259074	3.47658e-05	4.74941e-05	0.00226774	0.00142287	0.000757972	0.00177608	0.00157815	0.00110554	0.000450282	0.00209893	0.000375737	0.00325323	0.00382082	0.000496117	0.00425791	0.000803763	0.000169759	0.000920764	0.000133733	0.00216731	0.00350854	0.000322324	0.000154607	0.00103978	0.00279202	0.000611388	0.00105517	0.00113158	0.00184148
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	3.8407e-05	8.49255e-06	7.00699e-05	3.67331e-05	5.12378e-06	0.0	4.42226e-05	0.000192751	0.000624643	9.96454e-05	0.000252646	6.1905e-05	4.24075e-05	0.00011698	0.00024545	8.16464e-05	9.15113e-05	2.27235e-05	0.000509982	0.000166544	0.000118964	0.000114536	5.68251e-05	9.44205e-05	3.76482e-05	0.000886923	0.000369568	3.15193e-05	0.0	4.33757e-05	3.03157e-05	0.000223917	7.43714e-05	0.000100653	1.1275e-05	0.0	0.0	3.48947e-05	0.0	5.76372e-05	0.0	1.55755e-05	6.94542e-05	0.000111391	0.000233963	6.17313e-05	0.0	0.0	0.0	0.000404547	7.56082e-05	0.0	2.68917e-05	0.0	6.5651e-05	0.0	6.98055e-06	0.0	0.0	2.2559e-05	0.0001171	5.07069e-05	0.000104831	9.8263e-05	0.000127265	0.000148608	0.000223118	0.000380587	4.13527e-05	0.00012759	0.00020917	0.00011647	0.000223193	7.3822e-05	0.000434166	2.70465e-05	5.72927e-05	4.64497e-05	0.000647092	7.04873e-05	0.0	0.00013366	0.000101539	0.0	0.0	2.6582e-05	0.000103053	0.000332198	0.000505477	0.000279288	0.000112227	2.93997e-05	0.000212014	0.000305889	0.000353082	6.20044e-05	0.000114456	0.000238861	0.000171216	8.01531e-05	0.0	3.23075e-05	0.000184875	9.4679e-06	6.64634e-05	0.0	5.18462e-05	0.000668791	0.000522968	0.000329322	0.000416394	5.78195e-05	0.000102941	0.000503859	0.000302748	0.000253539	6.79604e-05	0.000421624	0.0	0.000163707	0.000399843	1.10376e-05	0.000250922	0.000118729	0.000375045	0.000587594	0.000382861	4.342e-05	0.000273177	3.68576e-05	9.02632e-05	0.0	1.08369e-05	0.0	0.000199535	0.0	1.79435e-05	0.0	0.000109482	0.0	0.000391342	1.80657e-05	0.000108817	6.81986e-05	6.4414e-05	6.9657e-05	0.000348715	3.3015e-05	4.45446e-05	3.09557e-05	4.21135e-05	3.34956e-05	2.59313e-05	0.000601669	0.0	0.000215919	0.000381867	0.00017973	0.000102683	0.0	0.000205577	0.0	0.00111818	0.00132237	0.0	0.0	0.000194377	0.000254822	7.99184e-05	0.000397093	0.000382119	0.000176019	9.28471e-05	0.000416564	3.9545e-05	0.000303114	0.000451021	6.49179e-05	0.000805705	8.99368e-05	0.0	0.00030254	2.10326e-05	0.00137933	0.00120736	0.00051866	0.0	0.000189889	0.000633804	0.000105857	0.000147627	0.000296022	0.0002545
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	0.00162805	0.00148537	0.00511923	0.00397361	0.000229449	0.000753471	0.00160953	0.00136376	0.00346057	0.00124225	0.00269754	0.00260466	0.000921919	0.002691	0.00205636	0.000972044	0.00135495	0.00240047	0.00279736	0.00211499	0.00229583	0.00132853	0.0022729	0.00126902	0.000846718	0.00228058	0.00400144	0.00087225	0.000151369	0.0013917	0.000265607	0.00209994	0.00274608	0.00032246	0.00150315	0.00485515	0.000324432	0.000564507	0.0031165	0.000728797	0.000806529	0.00156181	0.00013226	0.00111592	0.00103903	0.00167651	0.000251184	0.000553501	0.00251739	0.00137632	0.00275486	0.00193103	0.00190618	0.000683403	0.00179332	0.00162203	0.00060311	0.00224815	0.00353029	0.000150969	0.00224992	0.000385561	0.00155921	0.00335871	0.00221823	0.0017051	0.00110754	0.00223773	0.0020963	0.000783313	0.000833866	0.00157671	0.00203493	0.00200228	0.00332936	0.00197597	0.0012154	0.0017657	0.0026802	0.00100595	0.00174096	0.000507636	0.000587706	0.000259911	0.00109559	0.00142877	0.000880644	0.00176642	0.00178489	0.00156354	0.000696527	0.00137101	0.00236961	0.00283828	0.00026491	0.00205272	0.00337073	0.00281257	0.00298725	0.00118667	0.00224744	0.0035476	0.00260784	0.00123689	0.00226247	0.00280553	0.00113364	0.00211936	0.000547475	0.00266768	0.00167587	0.00229671	0.00115666	0.00371016	0.00368302	0.00227151	0.00201404	0.00211017	0.00217375	0.00251985	0.002793	0.00276296	0.00242796	0.00331771	0.00206824	0.00150207	0.00140885	0.00164197	0.00167485	0.00430179	0.00234278	0.0035387	0.000577803	0.00538464	0.00107454	0.00042814	0.00324529	0.00123634	0.00344336	0.00160061	0.00306919	0.00197422	0.00273343	0.00185696	0.00228338	0.000249256	0.00177974	0.00187928	0.00110304	0.00227245	0.00102759	0.000732698	0.00285181	0.00356044	0.000693443	0.00261893	0.0040874	0.000840895	0.00243282	0.00249141	0.00122515	0.00379552	0.00287851	0.00295263	0.00187467	0.00260175	0.00320952	0.00119155	0.00467966	0.00336866	0.00247389	0.00561503	0.00137209	0.00255801	0.000416002	0.00323923	0.00391388	0.000876665	0.00274634	0.00346515	0.00211247	0.00152366	0.000603594	0.00239678	0.00256893	0.00170335	0.000546156	0.00146869	0.00309317	0.000378429	0.00180645	0.00106145	0.0023429
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.0106664	0.0130905	0.0100433	0.0113625	0.0135001	0.0119652	0.00986136	0.0115007	0.00471035	0.0102254	0.0115149	0.0102804	0.0115703	0.0102235	0.00835552	0.0093785	0.00982079	0.0107041	0.00687134	0.010226	0.00962748	0.00987455	0.0112277	0.0117366	0.0106519	0.00763743	0.00911327	0.0126031	0.0102884	0.00896261	0.0115157	0.0125822	0.0125356	0.00898424	0.0116546	0.0101327	0.011885	0.0125995	0.0117937	0.0116503	0.0108767	0.0105886	0.0103517	0.011161	0.0102924	0.0109831	0.0108542	0.0115214	0.0122489	0.00984256	0.0104863	0.0110658	0.0130309	0.010433	0.00858109	0.0102204	0.0123977	0.0115741	0.0136883	0.0131202	0.0112828	0.0112358	0.0108204	0.00908718	0.00963405	0.00792776	0.0104363	0.00708688	0.0102768	0.0092363	0.0107528	0.00962321	0.00916687	0.00904691	0.00475278	0.0103931	0.0105597	0.0109544	0.00491427	0.0130391	0.0110923	0.0110047	0.0102632	0.0104213	0.0119292	0.0135943	0.0126901	0.0103218	0.0101636	0.0108439	0.0129955	0.01092	0.00938757	0.00515615	0.00952462	0.00920505	0.00725922	0.00634427	0.0114289	0.0138818	0.0114741	0.011706	0.0101424	0.0116302	0.0095351	0.01263	0.0102602	0.00850552	0.0126558	0.00562995	0.00934437	0.0117294	0.0107986	0.00914218	0.0085201	0.00779911	0.00976773	0.00781067	0.0110238	0.00949677	0.00630317	0.010956	0.00684069	0.00940372	0.00668554	0.0104027	0.0089065	0.0108785	0.0118735	0.0110272	0.00935503	0.0110579	0.0117745	0.0108941	0.0104096	0.00411431	0.00993888	0.0129339	0.0119078	0.0127979	0.00652741	0.011818	0.0112632	0.0114255	0.0107984	0.0099155	0.00972982	0.0102814	0.00933679	0.0115428	0.0135167	0.0135547	0.0116048	0.00512188	0.013136	0.00699423	0.0102881	0.0138069	0.0104086	0.012216	0.0109032	0.0112631	0.00731891	0.00720113	0.0114596	0.0101741	0.00663393	0.00892438	0.0101953	0.00685762	0.00741354	0.0089605	0.00930453	0.00733004	0.0122045	0.00582972	0.00457727	0.0103637	0.00442774	0.00882751	0.0107911	0.00891833	0.0113614	0.00748669	0.00491657	0.00963734	0.0111252	0.00958619	0.00592826	0.00828764	0.00796091	0.0103052	0.00737342
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	0.00391525	0.00236857	0.0045659	0.00359953	0.00337357	0.0073015	0.00814088	0.00509353	0.00630585	0.00710341	0.00356663	0.004152	0.0056836	0.00386316	0.00533221	0.00775891	0.00519927	0.00414454	0.00583376	0.0053103	0.00448071	0.00661558	0.00475466	0.00345319	0.00404062	0.00537871	0.00472283	0.00646139	0.00922943	0.0096714	0.00594792	0.00562184	0.00391446	0.0098691	0.00604452	0.00534105	0.00499439	0.00484974	0.00347871	0.00451694	0.00806584	0.00459218	0.00587083	0.00514266	0.00625772	0.00483186	0.00458757	0.0030317	0.00546591	0.0069122	0.00398849	0.00786998	0.00485039	0.00779817	0.00575143	0.00398152	0.00516115	0.00660021	0.00581698	0.004598	0.00441975	0.00465699	0.00599813	0.00410672	0.00593196	0.00737352	0.00691339	0.00675658	0.00513557	0.00623069	0.00723425	0.00411045	0.00448746	0.00762149	0.00715435	0.00518104	0.00556679	0.00479098	0.00736983	0.00548687	0.0051939	0.00747041	0.00686572	0.00753361	0.00892519	0.00504831	0.00711019	0.00531659	0.00479835	0.00492845	0.00311104	0.00637775	0.00489467	0.00711559	0.0108309	0.00458233	0.00616131	0.00616848	0.0043671	0.00279088	0.0061029	0.0032768	0.00382643	0.00429963	0.00419256	0.0062627	0.00445872	0.00533981	0.00407121	0.0060999	0.00678311	0.00585348	0.00524106	0.00484693	0.00411982	0.00504089	0.00681257	0.0046636	0.00409154	0.00420719	0.00736027	0.00432668	0.00560063	0.00453702	0.00507289	0.00605277	0.00512246	0.00458653	0.00300862	0.00392174	0.0033219	0.00361638	0.0047562	0.00401984	0.00740075	0.0122956	0.00306876	0.00144206	0.00514898	0.00287774	0.00599318	0.00279876	0.00234836	0.00538672	0.00489137	0.00922179	0.00422331	0.00483117	0.00338618	0.00366928	0.00296986	0.00385899	0.00490875	0.00708365	0.00345836	0.00602993	0.00335105	0.00379067	0.00404298	0.00219749	0.00705061	0.0040611	0.00678769	0.00525922	0.00482604	0.00430448	0.00577584	0.00576773	0.0035765	0.00558064	0.00590888	0.0051371	0.00581196	0.00497066	0.00579053	0.00743739	0.00619803	0.00476944	0.00833508	0.00609581	0.0052026	0.00442099	0.00615231	0.0045495	0.00828222	0.00334816	0.00739019	0.00716271	0.00565017	0.0059888	0.00739432	0.00639735	0.00495412
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.00325466	0.00226405	0.00358089	0.00482778	0.00263396	0.0042523	0.00352382	0.00423597	0.00415943	0.0042343	0.00697464	0.00407616	0.00570656	0.00334095	0.00413827	0.00556559	0.00473294	0.00458296	0.00411038	0.0043847	0.00275584	0.00426709	0.00573684	0.00383477	0.00591807	0.00524195	0.0030228	0.00436153	0.00387013	0.00566446	0.00597764	0.00452777	0.00541197	0.00464592	0.00519974	0.00546327	0.00400946	0.00552971	0.005541	0.00697198	0.00586698	0.00337063	0.00397523	0.00518008	0.00482031	0.00653977	0.00351136	0.00476561	0.00456123	0.00435149	0.0016037	0.00616494	0.00510317	0.00576556	0.00392896	0.00426603	0.00609202	0.0070252	0.00667015	0.0045222	0.00501929	0.00375523	0.00463441	0.0032523	0.00356392	0.00611282	0.00549512	0.00375188	0.00499707	0.0049261	0.00672018	0.00418416	0.00569621	0.00520848	0.00443146	0.00387988	0.00585021	0.00436788	0.00397596	0.00483055	0.00634839	0.00490624	0.00482572	0.0060417	0.00361002	0.00538724	0.00279674	0.00242439	0.00249828	0.00548219	0.00533314	0.00545469	0.00474689	0.00391042	0.00791744	0.00395269	0.00316965	0.00322884	0.00410024	0.00349254	0.005528	0.00206229	0.0037354	0.004609	0.0022111	0.00571209	0.00531251	0.00413838	0.00604096	0.00319293	0.0053636	0.00454341	0.00455716	0.00434301	0.00421155	0.00247636	0.00420678	0.00524839	0.00410737	0.00394698	0.00418336	0.00258615	0.00565953	0.00347908	0.00544707	0.00442118	0.00370779	0.00210054	0.00516902	0.00614343	0.00190066	0.00289187	0.00450744	0.00454079	0.0024411	0.00162426	0.00180396	0.00295178	0.00435898	0.00380521	0.00414472	0.00523916	0.000996054	0.004019	0.00434593	0.00306803	0.00403584	0.00405944	0.00166882	0.00597302	0.00787115	0.00762944	0.00523397	0.00405162	0.00917599	0.00339557	0.00454598	0.007966	0.00338645	0.00487133	0.00414267	0.00231492	0.00533946	0.00389093	0.00535713	0.0037681	0.00295839	0.00275334	0.0049017	0.00322364	0.00446345	0.00318953	0.00330433	0.00479911	0.00604302	0.0027601	0.00366543	0.00400117	0.00417139	0.00260269	0.00467961	0.00458929	0.00601539	0.00442152	0.00438171	0.00607575	0.00837318	0.00668685	0.00441566	0.00505344	0.00478433	0.00423065	0.00616304
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	7.44653e-05	0.0	0.000324359	2.16976e-05	0.0	0.0	0.000131008	6.3986e-05	0.00120691	0.000116269	4.50997e-05	0.000171723	0.0	0.000185551	0.000169394	5.1337e-05	0.000226154	0.0	0.00029279	6.69332e-05	8.68265e-05	0.000238109	0.0	8.39125e-05	0.0	1.29844e-05	2.71684e-05	4.6589e-05	0.0	3.48297e-05	0.0	0.0	0.000129764	9.31221e-05	1.5374e-05	0.0	0.0	0.0	0.0	2.86863e-05	0.0	0.0	0.0	0.0	0.000117726	2.89149e-05	0.0	0.0	7.96768e-06	5.15579e-05	0.000144392	0.0	3.72451e-05	0.0	3.40856e-05	0.0	0.0	0.0	0.0	7.18539e-06	0.000191288	1.56142e-05	5.18314e-05	0.00011464	0.000343145	0.000398129	0.000413311	0.000206555	0.0	4.35461e-05	1.31828e-05	8.92681e-05	0.000454356	9.11915e-05	0.00156775	0.0	3.75085e-05	0.0	0.000830163	0.000126494	0.0	0.0	0.0	3.20317e-05	0.0	6.38951e-05	2.38075e-05	0.0	0.0	0.0	0.000112892	0.0	0.000129559	0.000842618	0.0	8.26757e-05	0.000256814	0.000902293	0.0	3.14174e-05	0.0	0.0	8.6088e-05	1.77644e-05	4.63405e-05	0.0	0.0	0.000138104	1.94327e-05	0.00121407	0.000134689	5.39131e-05	0.000120507	7.75349e-05	0.000293289	0.000515303	4.56833e-05	0.000365226	0.0	0.000193597	0.000422391	0.0	0.000521636	0.000145974	0.000235608	0.0	0.0	0.0	0.0	0.0	8.24009e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00100466	1.15947e-05	0.000105791	0.0	8.99708e-05	0.0	0.0	0.0	0.0	1.15199e-05	0.0	0.0	4.25089e-05	0.00112634	1.04553e-05	0.000452529	0.0	0.0	6.65801e-05	0.0	9.52196e-05	0.0	0.0	5.26831e-05	0.0	0.0	0.000477055	0.000349807	0.000303345	0.000518558	0.000346828	0.00029181	8.20978e-05	0.000621103	2.81521e-05	0.000587997	0.000961016	3.52013e-05	0.000929956	4.26471e-05	0.0	0.000118737	0.0	0.000366852	0.000122347	0.0	0.0	0.0	0.00059188	6.80555e-05	0.000281562	2.0677e-05	0.000382844
ORNDEG-PWY: superpathway of ornithine degradation	0.000324457	0.000180511	0.000312046	0.000330198	6.41047e-05	8.38429e-05	0.000618207	0.000151829	0.00478428	0.000576547	0.000420725	0.000259161	5.62786e-05	0.000781135	0.000696222	0.000284886	0.000900442	7.29316e-05	0.00110197	0.00017105	0.000324875	0.000422562	9.16935e-05	0.000620267	0.000124122	0.000475232	0.000279415	0.000294601	0.000109504	0.000212401	0.000110079	0.000208062	0.000173014	0.00015176	0.000276209	3.5954e-05	5.58853e-05	4.51649e-05	1.1014e-05	0.000516991	0.0	0.0	6.03672e-05	0.000138814	0.000348091	8.83662e-05	9.83875e-05	0.0	0.000116873	0.000370114	0.000549893	6.9321e-05	0.000197912	0.0	0.000528562	5.84567e-05	0.000121113	3.6462e-05	4.2577e-05	5.40671e-05	0.000413164	0.000169909	0.000424902	0.000703765	0.00100799	0.000935276	0.000650401	0.00122126	0.000123915	0.000196169	0.00014176	0.000342065	0.000993795	0.000559291	0.00536135	0.0	0.000131279	0.000250729	0.00170836	0.000178227	0.0	0.000200828	0.000457522	0.000242337	0.0	0.000257137	0.000121884	0.000396559	0.000737374	0.000101009	0.0002188	0.0	0.000411789	0.00372488	0.000902471	0.000381456	0.000665045	0.00206643	0.000113238	0.00025557	0.000195768	0.000136253	0.000259376	0.000193926	0.000253689	5.12723e-05	0.000114161	0.000541864	0.000259839	0.00261025	0.000948393	0.000231921	0.000478534	0.000396329	0.00143577	0.000860528	0.000244598	0.000831354	0.000306701	0.00123985	0.00120642	0.00011716	0.00146306	0.000466002	0.00108377	7.31618e-05	0.000630252	0.000142807	0.000356575	5.64344e-05	0.00049257	0.000128794	0.000153635	0.0001273	3.66488e-05	0.000100095	4.94231e-05	1.50232e-05	0.000245257	0.0	0.0031073	0.000222004	0.00054352	0.000156287	0.000383046	0.000122582	0.000502243	3.52492e-05	0.000460987	0.000236447	0.000152562	1.95843e-05	0.000286198	0.00238122	8.36711e-05	0.00160625	0.000157294	0.000527706	0.000435676	0.0	0.000345074	6.69487e-05	0.00123546	0.00102557	4.91546e-05	0.000245909	0.00208119	0.000719965	0.00057566	0.00125754	0.00129817	0.000852957	0.000195114	0.00113557	0.000409238	0.00213358	0.00301027	0.000349727	0.00286772	0.000667683	0.0	0.000307917	0.000194239	0.00105605	0.00219696	0.000252299	6.31954e-05	0.000397309	0.00265742	0.000198215	0.00056164	0.000635841	0.00186134
P101-PWY: ectoine biosynthesis	0.0	0.0	9.58362e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34662e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
